CNPJ;Razão Social;Situação Cadastral;;;;;;;;;;;;;;;;
07.054.574/0001-91;SANDRA MARIA COSTA LOGISTICA E ASSESSORIA INTERNACIONAL LTDA;Ativa;;;;;;;;;;;;;;;;
28.261.543/0001-81;SANDRO ASSESSORIA DE IMPORTACAO E EXPORTACAO LTDA;Ativa;;;;;;;;;;;;;;;;
08.661.094/0001-51;SANDRO CHARAO DE OLIVEIRA;Ativa;;;;;;;;;;;;;;;;
10.569.521/0001-18;SANDRO VILI STEIGLEDER;Ativa;;;;;;;;;;;;;;;;
66.669.326/0001-14;SANFRA CARGO LTDA;Ativa;;;;;;;;;;;;;;;;
44.533.608/0001-57;SANFREIGHT SERVICOS LOGISTICOS LTDA;Ativa;;;;;;;;;;;;;;;;
96.178.405/0001-93;SANKYU LOGISTICS DO BRASIL LTDA.;Ativa;;;;;;;;;;;;;;;;
96.178.405/0002-74;SANKYU LOGISTICS DO BRASIL LTDA.;Ativa;;;;;;;;;;;;;;;;
24.845.408/0001-22;SANPORT - LOGISTICA PORTUARIA LTDA;Ativa;;;;;;;;;;;;;;;;
07.308.506/0001-01;SANSOUTH-LOGISTICS INTERNATIONAL LTDA;Ativa;;;;;;;;;;;;;;;;
58.002.224/0001-12;SANT SHIPPING AGENCY LTDA;Ativa;;;;;;;;;;;;;;;;
05.386.686/0001-14;SANTA CRUZ TRANSPORTES INTERNACIONAIS LTDA;Ativa;;;;;;;;;;;;;;;;
46.877.383/0001-81;SANTANA - LOGISTICA INTERNACIONAL LTDA;Ativa;;;;;;;;;;;;;;;;
14.838.636/0001-11;SANTANA COMERCIO EXTERIOR LTDA.;Ativa;;;;;;;;;;;;;;;;
15.338.940/0001-62;SANTAREM VIAGENS E TURISMO LTDA;Ativa;;;;;;;;;;;;;;;;
61.421.053/0001-70;SANTE COMERCIO DE MAQUINAS LTDA;Ativa;;;;;;;;;;;;;;;;
48.976.275/0001-91;SANTORINI AGENCIA MARITIMA LTDA;Ativa;;;;;;;;;;;;;;;;
08.450.042/0001-36;SANTOS & SILVA ASSOCIADOS - ASSESSORIA EM COMERCIO EXTERIOR LTDA;Ativa;;;;;;;;;;;;;;;;
01.158.465/0001-38;SANTOS BAY LOGISTICA LTDA;Ativa;;;;;;;;;;;;;;;;
04.310.131/0001-26;SANTOS DESPACHOS ADUANEIROS LTDA;Ativa;;;;;;;;;;;;;;;;
18.066.865/0001-16;SANTOS GLOBAL LOGISTICA LTDA;Ativa;;;;;;;;;;;;;;;;
10.487.976/0001-94;SANTOS PRIDE SERVICOS DE COMERCIO EXTERIOR LTDA.;Ativa;;;;;;;;;;;;;;;;
07.027.536/0001-40;SANTOSWAY SERVICOS MARITIMOS E TRANSPORTES LTDA;Ativa;;;;;;;;;;;;;;;;
36.628.830/0001-05;SANZ CHEMICAL TRANSPORTES INTERNACIONAIS LTDA;Ativa;;;;;;;;;;;;;;;;
64.700.024/0001-36;SAPOTI IMPORTACAO E EXPORTACAO LTDA;Ativa;;;;;;;;;;;;;;;;
02.199.856/0007-59;SARTCO LTDA;Ativa;;;;;;;;;;;;;;;;
02.199.856/0006-78;SARTCO LTDA;Ativa;;;;;;;;;;;;;;;;
64.659.055/0001-90;SATEL DESPACHOS E SERVICOS ADUANEIROS TECNICOS LTDA;Ativa;;;;;;;;;;;;;;;;
42.281.413/0001-31;SATHYA LOGISTICA INTERNACIONAL LTDA;Ativa;;;;;;;;;;;;;;;;
05.746.007/0001-70;SAVE LOGISTICA INTERNACIONAL LTDA;Ativa;;;;;;;;;;;;;;;;
08.625.317/0001-25;SAVE LOGISTICS LTDA;Ativa;;;;;;;;;;;;;;;;
33.112.152/0004-88;SAVEIROS CAMUYRANO SERVICOS MARITIMOS S/A;Ativa;;;;;;;;;;;;;;;;
33.112.152/0011-07;SAVEIROS CAMUYRANO SERVICOS MARITIMOS S/A;Ativa;;;;;;;;;;;;;;;;
33.112.152/0016-11;SAVEIROS CAMUYRANO SERVICOS MARITIMOS S/A;Ativa;;;;;;;;;;;;;;;;
30.928.072/0001-64;SAVILOG SERVICOS DE COMERCIO EXTERIOR LTDA;Ativa;;;;;;;;;;;;;;;;
03.029.134/0001-23;SAVINO DEL BENE DO BRASIL LTDA.;Ativa;;;;;;;;;;;;;;;;
03.029.134/0002-04;SAVINO DEL BENE DO BRASIL LTDA.;Ativa;;;;;;;;;;;;;;;;
03.029.134/0005-57;SAVINO DEL BENE DO BRASIL LTDA.;Ativa;;;;;;;;;;;;;;;;
03.029.134/0004-76;SAVINO DEL BENE DO BRASIL LTDA.;Ativa;;;;;;;;;;;;;;;;
03.029.134/0006-38;SAVINO DEL BENE DO BRASIL LTDA.;Ativa;;;;;;;;;;;;;;;;
03.029.134/0010-14;SAVINO DEL BENE DO BRASIL LTDA.;Ativa;;;;;;;;;;;;;;;;
08.165.622/0001-81;SBL INTER CARGO LTDA;Ativa;;;;;;;;;;;;;;;;
19.927.642/0001-69;SC LOGISTICA LTDA;Ativa;;;;;;;;;;;;;;;;
17.185.175/0001-13;SC LOGISTICS LTDA;Ativa;;;;;;;;;;;;;;;;
04.330.304/0001-78;SC TRANSPORTES LTDA;Ativa;;;;;;;;;;;;;;;;
04.330.304/0003-30;SC TRANSPORTES LTDA;Ativa;;;;;;;;;;;;;;;;
15.521.491/0001-93;SCA LOGISTICA LTDA;Ativa;;;;;;;;;;;;;;;;
18.829.864/0001-86;SCAN GLOBAL LOGISTICS DO BRASIL LTDA;Ativa;;;;;;;;;;;;;;;;
43.823.079/0012-16;SCHENKER DO BRASIL TRANSPORTES INTERNACIONAIS LTDA;Ativa;;;;;;;;;;;;;;;;
43.823.079/0022-98;SCHENKER DO BRASIL TRANSPORTES INTERNACIONAIS LTDA;Ativa;;;;;;;;;;;;;;;;
43.823.079/0011-35;SCHENKER DO BRASIL TRANSPORTES INTERNACIONAIS LTDA;Ativa;;;;;;;;;;;;;;;;
43.823.079/0001-63;SCHENKER DO BRASIL TRANSPORTES INTERNACIONAIS LTDA;Ativa;;;;;;;;;;;;;;;;
43.823.079/0003-25;SCHENKER DO BRASIL TRANSPORTES INTERNACIONAIS LTDA;Ativa;;;;;;;;;;;;;;;;
43.823.079/0002-44;SCHENKER DO BRASIL TRANSPORTES INTERNACIONAIS LTDA;Ativa;;;;;;;;;;;;;;;;
43.823.079/0005-97;SCHENKER DO BRASIL TRANSPORTES INTERNACIONAIS LTDA;Ativa;;;;;;;;;;;;;;;;
01.248.778/0001-87;SCHILD LOGISTICA NACIONAL E INTERNACIONAL LTDA;Ativa;;;;;;;;;;;;;;;;
04.839.231/0001-44;SCHRYVER CURITIBA TRANSPORTES E LOGISTICA LTDA;Ativa;;;;;;;;;;;;;;;;
00.425.661/0001-69;SCHRYVER DO BRASIL AGENCIAMENTO DE CARGAS LTDA;Ativa;;;;;;;;;;;;;;;;
02.362.221/0001-35;SCS - SPEED CARGO SERVICES LTDA;Ativa;;;;;;;;;;;;;;;;
18.937.135/0001-43;SCX AGENCIAMENTOS MARITIMOS LTDA;Ativa;;;;;;;;;;;;;;;;
10.306.989/0001-10;SDX LOGISTICA LTDA;Ativa;;;;;;;;;;;;;;;;
17.310.466/0001-96;SE7E LOGISTICA INTEGRADA E ASSESSORIA EM COMERCIO EXTERIOR LTDA;Ativa;;;;;;;;;;;;;;;;
37.677.884/0001-23;SEA  SIDE AGENCIAMENTOS MARITIMOS LTDA;Ativa;;;;;;;;;;;;;;;;
48.225.088/0001-76;SEA & AIR INTERNATIONAL LTDA;Ativa;;;;;;;;;;;;;;;;
00.869.714/0001-30;SEA COMMERCE SERVICOS DE COMERCIO EXTERIOR LTDA;Ativa;;;;;;;;;;;;;;;;
07.191.481/0001-09;SEA E LAND AGENCIAMENTO DE CARGAS LTDA;Ativa;;;;;;;;;;;;;;;;
08.698.340/0001-40;SEA EXPRESS LOGISTICA LTDA;Ativa;;;;;;;;;;;;;;;;
08.026.629/0001-12;SEA FREIGHT LOGISTICA E TRANSPORTE INTERNACIONAL LTDA;Ativa;;;;;;;;;;;;;;;;
60.516.510/0001-48;SEA FREIGHT LOGISTICS BRASIL LTDA;Ativa;;;;;;;;;;;;;;;;
82.885.716/0001-88;SEA LINE AGENCIA MARITIMA LTDA;Ativa;;;;;;;;;;;;;;;;
82.885.716/0002-69;SEA LINE AGENCIA MARITIMA LTDA;Ativa;;;;;;;;;;;;;;;;
05.624.707/0001-92;SEA LINE LOGISTICA LTDA;Ativa;;;;;;;;;;;;;;;;
70.066.816/0001-01;SEA LINE TRANSPORTE E LOGISTICA LTDA;Ativa;;;;;;;;;;;;;;;;
35.398.536/0001-91;SEA LINKS AGENTES LTDA;Ativa;;;;;;;;;;;;;;;;
53.856.285/0001-23;SEA LOGISTICS CONULTORIA, TRANSPORTE INTERMODAL E MULTIMODAL DE CARGA LTDA;Ativa;;;;;;;;;;;;;;;;
08.600.814/0001-79;SEA RUNNER - AGENCIAMENTO E LOGISTICA DE CARGAS LTDA.;Ativa;;;;;;;;;;;;;;;;
03.378.611/0001-66;SEA SKY LOGISTICA DE TRANSPORTE INTERNACIONAL LTDA.;Ativa;;;;;;;;;;;;;;;;
05.106.171/0001-13;SEA SOUTH LOGISTICA INTERNACIONAL LTDA;Ativa;;;;;;;;;;;;;;;;
23.152.706/0001-74;SEA STAR LOGISTICA LTDA.;Ativa;;;;;;;;;;;;;;;;
01.832.087/0001-26;SEA WAVE AGENCIA MARITIMA LTDA;Ativa;;;;;;;;;;;;;;;;
00.565.468/0001-23;SEA WAY DESPACHOS ADUANEIROS E ASSESSORIA COMERCIAL NA IMPORTACAO E EXPORTACAO LTDA;Ativa;;;;;;;;;;;;;;;;
00.565.468/0002-04;SEA WAY DESPACHOS ADUANEIROS E ASSESSORIA COMERCIAL NA IMPORTACAO E EXPORTACAO LTDA;Ativa;;;;;;;;;;;;;;;;
29.938.800/0002-10;SEA WORLD OPERADORA PORTUARIA LTDA;Ativa;;;;;;;;;;;;;;;;
29.938.800/0001-30;SEA WORLD OPERADORA PORTUARIA LTDA;Ativa;;;;;;;;;;;;;;;;
10.571.329/0001-66;SEABIRD DO BRASIL TRANSPORTES NACIONAIS E INTERNACIONAIS LTDA;Ativa;;;;;;;;;;;;;;;;
04.697.331/0001-83;SEABOARD AGENCIA MARITIMA LTDA;Ativa;;;;;;;;;;;;;;;;
06.037.500/0001-84;SEACARRIERS DO BRASIL LOGISTICA E COMERCIO EXTERIOR LTDA;Ativa;;;;;;;;;;;;;;;;
09.258.299/0001-53;SEACHIOS CRANE NAVAL E SERVICOS MARITIMOS LTDA;Ativa;;;;;;;;;;;;;;;;
08.598.414/0001-76;SEACOM AGENCIAMENTO DE CARGAS LTDA;Ativa;;;;;;;;;;;;;;;;
11.457.158/0001-01;SEADE & GURGEL LTDA;Ativa;;;;;;;;;;;;;;;;
09.352.605/0001-16;SEAFOX LINE AGENCIAMENTOS LTDA;Ativa;;;;;;;;;;;;;;;;
05.326.469/0001-39;SEAFRIGO DO BRASIL AGENCIAMENTO DE CARGAS LTDA;Ativa;;;;;;;;;;;;;;;;
46.532.283/0001-13;SEAGOD - AGENCIA MARITIMA LTDA;Ativa;;;;;;;;;;;;;;;;
02.088.850/0001-19;SEAGULF AGENCIA MARITIMA LTDA;Ativa;;;;;;;;;;;;;;;;
00.865.680/0001-06;SEAIR WORLD TRANSPORTES INTERNACIONAIS LTDA;Ativa;;;;;;;;;;;;;;;;
37.730.789/0001-46;SEAIRMEX LOGISTICA INTERNACIONAL LTDA;Ativa;;;;;;;;;;;;;;;;
72.857.360/0003-87;SEAL EXPRESS CONSOLIDATION TRANSPORTES INTERNACIONAIS E AGENCIAMENTOS LTDA.;Ativa;;;;;;;;;;;;;;;;
72.857.360/0001-15;SEAL EXPRESS CONSOLIDATION TRANSPORTES INTERNACIONAIS E AGENCIAMENTOS LTDA.;Ativa;;;;;;;;;;;;;;;;
72.857.360/0002-04;SEAL EXPRESS CONSOLIDATION TRANSPORTES INTERNACIONAIS E AGENCIAMENTOS LTDA.;Ativa;;;;;;;;;;;;;;;;
02.473.158/0002-95;SEAL SERVICOS DE AGENCIAMENTOS LOGISTICOS LTDA;Ativa;;;;;;;;;;;;;;;;
02.473.158/0001-04;SEAL SERVICOS DE AGENCIAMENTOS LOGISTICOS LTDA;Ativa;;;;;;;;;;;;;;;;
62.771.210/0001-30;SEALIGHT INTERNATIONAL LOGISTICS LTDA;;;;;;;;;;;;;;;;;
08.672.251/0001-24;SEALINK DO BRASIL TRANSPORTES NACIONAIS E INTERNACIONAIS LTDA;Ativa;;;;;;;;;;;;;;;;
04.713.334/0001-63;SEALOGIC OPERACOES PORTUARIAS LTDA;Ativa;;;;;;;;;;;;;;;;
01.409.843/0001-09;SEAMASTER LTDA;Ativa;;;;;;;;;;;;;;;;
41.499.170/0001-40;SEAMEN'S CLUB AGENCIAMENTO MARITIMO LTDA;Ativa;;;;;;;;;;;;;;;;
48.292.293/0001-54;SEAMEX LOGISTICA INTERNACIONAL LTDA;Ativa;;;;;;;;;;;;;;;;
03.256.330/0001-30;SEANET INTERNATIONAL LTDA.;Ativa;;;;;;;;;;;;;;;;
34.633.233/0001-43;SEAPORT SERVICOS MARITIMOS E PORTUARIOS LTDA;Ativa;;;;;;;;;;;;;;;;
10.606.661/0001-19;SEAPORT SERVICOS MARITIMOS LTDA;Ativa;;;;;;;;;;;;;;;;
49.685.235/0001-53;SEASHELL LOGISTICS LTDA;Ativa;;;;;;;;;;;;;;;;
07.766.958/0001-37;SEASHORE SOLUTIONS COMERCIO E SERVICOS MARITIMOS LTDA.;Ativa;;;;;;;;;;;;;;;;
03.244.310/0001-40;SEASIDE - SERVIOS MARITIMOS S/C LTDA;Ativa;;;;;;;;;;;;;;;;
24.842.107/0001-45;SEATRADE DO BRASIL AGENCIAMENTO MARITIMO LTDA;Ativa;;;;;;;;;;;;;;;;
42.931.285/0004-77;SEATRADE OPERADORES PORTUARIOS LTDA;Ativa;;;;;;;;;;;;;;;;
42.931.285/0001-24;SEATRADE OPERADORES PORTUARIOS LTDA;Ativa;;;;;;;;;;;;;;;;
80.731.037/0001-29;SEATRADE SERVICOS PORTUARIOS E LOGISTICOS LTDA;Ativa;;;;;;;;;;;;;;;;
80.731.037/0003-90;SEATRADE SERVICOS PORTUARIOS E LOGISTICOS LTDA;Ativa;;;;;;;;;;;;;;;;
80.731.037/0007-14;SEATRADE SERVICOS PORTUARIOS E LOGISTICOS LTDA;Ativa;;;;;;;;;;;;;;;;
80.731.037/0004-71;SEATRADE SERVICOS PORTUARIOS E LOGISTICOS LTDA;Ativa;;;;;;;;;;;;;;;;
02.421.495/0001-58;SEATRANSPORT AGENCIAMENTOS MARITIMOS LTDA;Ativa;;;;;;;;;;;;;;;;
36.353.282/0001-58;SEAWAY AGENCIA MARITIMA E OPERADORA PORTUARIA LTDA;Ativa;;;;;;;;;;;;;;;;
36.353.282/0002-39;SEAWAY AGENCIA MARITIMA E OPERADORA PORTUARIA LTDA;Ativa;;;;;;;;;;;;;;;;
47.507.383/0001-52;SEAWAY MARINE SERVICES FORTALEZA LTDA;Ativa;;;;;;;;;;;;;;;;
37.577.248/0001-20;SEAWAY MARINE SERVICOS LTDA;Ativa;;;;;;;;;;;;;;;;
05.508.300/0001-08;SEAWAY SHIPPING TRANSPORTES INTERNACIONAIS LTDA;Ativa;;;;;;;;;;;;;;;;
45.078.757/0001-36;SEAWISE CREW SERVICES LTDA;Ativa;;;;;;;;;;;;;;;;
43.448.117/0001-45;SEC FIGUEIREDO LTDA;Ativa;;;;;;;;;;;;;;;;
02.067.989/0001-86;SECEX SERVICOS DE COMERCIO EXTERIOR LTDA;Ativa;;;;;;;;;;;;;;;;
06.081.211/0001-82;SECOMEX-SERVICO DE COMERCIO EXTERIOR LTDA;Ativa;;;;;;;;;;;;;;;;
73.617.557/0001-40;SECRETA RIO TRANSPORTE MARITIMO LTDA;Ativa;;;;;;;;;;;;;;;;
04.551.784/0001-05;SEDESPA SERVICOS DE DESPACHOS EM GERAL CUNHA LTDA;Ativa;;;;;;;;;;;;;;;;
23.601.111/0001-59;SEED CARGO BRASIL LTDA;Ativa;;;;;;;;;;;;;;;;
28.075.347/0001-12;SEG CARGO LOGISTICA INTEGRADA LTDA;Ativa;;;;;;;;;;;;;;;;
27.470.084/0001-83;SEGA LOGISTICS BRASIL LTDA;Ativa;;;;;;;;;;;;;;;;
05.699.667/0001-48;SEGERTECH COMERCIAL IMPORTADORA E EXPORTADORA S.A.;Ativa;;;;;;;;;;;;;;;;
23.890.847/0001-94;SEHVENN GLOBAL BUSINESS ASSESSORIA EMPRESARIAL LTDA;Ativa;;;;;;;;;;;;;;;;
93.690.865/0001-08;SEIFO SERVICOS EM EXPORTACAO E IMPORTACAO LTDA;Ativa;;;;;;;;;;;;;;;;
17.213.222/0001-95;SEKTOR LOGISTICS BRASIL SERVICOS DE COMERCIO EXTERIOR LTDA;Ativa;;;;;;;;;;;;;;;;
09.208.197/0001-23;SELA GINETA LTDA;Ativa;;;;;;;;;;;;;;;;
35.977.959/0001-66;SELECTIVE EXPERIENCE LTDA;Ativa;;;;;;;;;;;;;;;;
02.462.499/0001-84;SELF LOGISTICA LTDA;Ativa;;;;;;;;;;;;;;;;
14.113.124/0001-98;SELFLOG LOGISTICA LTDA;Ativa;;;;;;;;;;;;;;;;
04.513.703/0001-74;SELVANAR CONSULTORIA EMPRESARIAL LTDA;Ativa;;;;;;;;;;;;;;;;
10.554.392/0001-94;SEMAR SERVICOS E DESPACHOS MARITIMOS LTDA;Ativa;;;;;;;;;;;;;;;;
10.554.392/0004-37;SEMAR SERVICOS E DESPACHOS MARITIMOS LTDA;Ativa;;;;;;;;;;;;;;;;
08.776.677/0001-28;SENATOR - INTERNATIONAL LOGISTICA DO BRASIL LTDA.;Ativa;;;;;;;;;;;;;;;;
37.713.821/0001-85;SEND CARGO AGENCIAMENTO DE CARGAS LTDA;Ativa;;;;;;;;;;;;;;;;
07.707.951/0001-44;SEND CARGO TRANSPORTES E LOGISTICA LTDA;Ativa;;;;;;;;;;;;;;;;
61.197.126/0001-92;SENDER LOGISTICS AGENCIAMENTO DE CARGAS LTDA;Ativa;;;;;;;;;;;;;;;;
12.214.930/0001-27;SENSE CARGO LOGISTICA INTEGRADA LTDA;Ativa;;;;;;;;;;;;;;;;
12.942.361/0001-36;SERGIO BITTENCOURT DA SILVA 30205093434;Ativa;;;;;;;;;;;;;;;;
04.498.060/0001-37;SERGIO LOPES MARQUES SERVICOS ADUANEIROS LTDA;Ativa;;;;;;;;;;;;;;;;
94.829.355/0001-31;SERGIO LUIS CONCEICAO SANTOS;Ativa;;;;;;;;;;;;;;;;
08.547.416/0001-36;SERMAPRA SERVICOS MARITIMOS DE APOIO A PRATICAGEM LTDA;Ativa;;;;;;;;;;;;;;;;
66.159.252/0001-76;SERMAR SERVICOS DE COMERCIO EXTERIOR LTDA;Ativa;;;;;;;;;;;;;;;;
00.772.739/0001-11;SERMEX SERVICO DE MERCADO EXTERIOR LTDA;Ativa;;;;;;;;;;;;;;;;
05.216.219/0001-46;SERPA COMERCIO EXTERIOR RIO DE JANEIRO LTDA;Ativa;;;;;;;;;;;;;;;;
07.987.393/0001-18;SERPA CONSULTORIA EM COMERCIO EXTERIOR S/S;Ativa;;;;;;;;;;;;;;;;
06.080.903/0001-06;SERPA INTERNATIONAL LOGISTICS AGENCIAMENTO DE TRANSPORTE SAO PAULO LTDA;Ativa;;;;;;;;;;;;;;;;
02.414.285/0001-32;SERPA LOGISTICA LTDA;Ativa;;;;;;;;;;;;;;;;
94.854.908/0002-97;SERRA MORENA CORRETORA LTDA;Ativa;;;;;;;;;;;;;;;;
07.804.114/0001-33;SERRA SHIPPING DO BRASIL AGENCIAMENTO DE CARGAS LTDA.;Ativa;;;;;;;;;;;;;;;;
03.166.663/0002-50;SERVA-SERVICOS ADUANEIROS E COMERCIO EXTERIOR LTDA;Ativa;;;;;;;;;;;;;;;;
11.522.284/0003-64;SERVEPORTO AGENCIA MARITIMA LTDA;Ativa;;;;;;;;;;;;;;;;
11.522.284/0001-00;SERVEPORTO AGENCIA MARITIMA LTDA;Ativa;;;;;;;;;;;;;;;;
11.522.284/0002-83;SERVEPORTO AGENCIA MARITIMA LTDA;Ativa;;;;;;;;;;;;;;;;
11.522.284/0005-26;SERVEPORTO AGENCIA MARITIMA LTDA;Ativa;;;;;;;;;;;;;;;;
12.097.762/0001-37;SERVI-PORTO (SERVICOS PORTUARIOS) LTDA.;Ativa;;;;;;;;;;;;;;;;
85.273.332/0001-00;SERVICARGO SERV DE ASSES PORTUARIA LTDA;Ativa;;;;;;;;;;;;;;;;
04.702.409/0001-00;SERVICE FREIGHT DO BRASIL LTDA.;Ativa;;;;;;;;;;;;;;;;
03.380.250/0001-92;SERVICO DE NAVEGACAO DA BACIA DO PRATA SA;Ativa;;;;;;;;;;;;;;;;
33.683.111/0001-07;SERVICO FEDERAL DE PROCESSAMENTO DE DADOS (SERPRO);Ativa;;;;;;;;;;;;;;;;
58.149.782/0001-05;SERVIMEX LOGISTICA LTDA;Ativa;;;;;;;;;;;;;;;;
58.149.782/0002-96;SERVIMEX LOGISTICA LTDA;Ativa;;;;;;;;;;;;;;;;
05.476.823/0001-01;SERVNAV AGENCIAMENTOS E SERVICOS MARITIMOS EIRELI;Ativa;;;;;;;;;;;;;;;;
06.197.698/0001-63;SETE MARES ASSESSORIA ADUANEIRA LTDA;Ativa;;;;;;;;;;;;;;;;
48.729.940/0001-42;SETRACK AGENCIA MARITIMA LTDA;Ativa;;;;;;;;;;;;;;;;
41.325.114/0001-99;SEVEN SEAS AGENCIA MARITIMA LTDA;Ativa;;;;;;;;;;;;;;;;
60.435.093/0001-09;SEVEN SEAS GLOBAL SHIPPING LTDA;Ativa;;;;;;;;;;;;;;;;
04.113.132/0001-80;SEVEN SEAS SERVICOS MARITIMOS LTDA;Ativa;;;;;;;;;;;;;;;;
53.485.304/0001-52;SEVEN SHIPPING SERVICES LTDA;Ativa;;;;;;;;;;;;;;;;
04.841.180/0001-95;SGL EXPRESS - TRANSPORTES E LOGISTICA LTDA;Ativa;;;;;;;;;;;;;;;;
14.044.345/0001-51;SHARE LOGISTICS LTDA.;Ativa;;;;;;;;;;;;;;;;
50.787.444/0001-97;SHARK HUB SERVICOS MARITIMOS LTDA;Ativa;;;;;;;;;;;;;;;;
08.835.265/0001-11;SHIP AMERICA BRASIL NAVEGACAO LTDA;Ativa;;;;;;;;;;;;;;;;
17.758.147/0001-48;SHIP CARGO AGENCIAMENTO DE CARGAS LTDA;Ativa;;;;;;;;;;;;;;;;
12.352.426/0001-93;SHIP WORLD GROUP AGENCIAMENTO DE CARGAS LTDA;Ativa;;;;;;;;;;;;;;;;
11.977.711/0001-37;SHIPBRAS CALDEIRARIA INDUSTRIAL E NAVAL LTDA;Ativa;;;;;;;;;;;;;;;;
12.395.407/0001-44;SHIPCARGO TRADE BRASIL REPRESENTACOES LTDA;Ativa;;;;;;;;;;;;;;;;
42.372.881/0001-11;SHIPCONTROL INTERNATIONAL LOGISTICS ASSESSORIA LTDA.;Ativa;;;;;;;;;;;;;;;;
07.908.141/0001-56;SHIPLOG BRASIL AGENCIAMENTO DE CARGAS & LOGISTICA LTDA;Ativa;;;;;;;;;;;;;;;;
05.199.895/0001-59;SHIPLOG LOGISTICA E AGENCIAMENTO MARITIMO LTDA;Ativa;;;;;;;;;;;;;;;;
29.362.436/0001-02;SHIPLOG SERVICOS DE AGENCIAMENTO MARITIMO E LOGISTICA LTDA;Ativa;;;;;;;;;;;;;;;;
29.362.436/0002-93;SHIPLOG SERVICOS DE AGENCIAMENTO MARITIMO E LOGISTICA LTDA;Ativa;;;;;;;;;;;;;;;;
10.963.984/0001-60;SHIPLOG SOLUCOES LOGISTICAS LTDA;Ativa;;;;;;;;;;;;;;;;
17.909.624/0001-29;SHIPMASTERS DO BRASIL AGENCIAMENTO DE FRETE LTDA;Ativa;;;;;;;;;;;;;;;;
22.677.138/0001-62;SHIPMASTERS INTERNATIONAL FREIGHT AGENCIAMENTO DE FRETE LTDA;Ativa;;;;;;;;;;;;;;;;
36.668.901/0001-01;SHIPNESS SERVICOS MARITIMOS LTDA;Ativa;;;;;;;;;;;;;;;;
04.418.911/0001-94;SHIPPER DO BRASIL DESPACHOS ADUANEIROS E AGENCIAMENTOS LTDA;Ativa;;;;;;;;;;;;;;;;
13.877.358/0001-49;SHIPPING & LOGISTIC INTERNATIONAL - AGENCIAMENTO MARITIMO E ASSESSORIA EM COMERCIO EXTERIOR LTDA;Ativa;;;;;;;;;;;;;;;;
28.346.738/0001-24;SHIPPING BRASIL COMERCIO, IMPORTACAO, EXPORTACAO LTDA;Ativa;;;;;;;;;;;;;;;;
51.444.518/0001-55;SHIPPING LINE AGENCIAMENTO MARITIMO LTDA;Ativa;;;;;;;;;;;;;;;;
10.851.534/0001-85;SHIPPING PROTECTION SERVICOS MARITIMOS LTDA;Ativa;;;;;;;;;;;;;;;;
10.851.534/0002-66;SHIPPING PROTECTION SERVICOS MARITIMOS LTDA;Ativa;;;;;;;;;;;;;;;;
10.851.534/0006-90;SHIPPING PROTECTION SERVICOS MARITIMOS LTDA;Ativa;;;;;;;;;;;;;;;;
10.851.534/0005-09;SHIPPING PROTECTION SERVICOS MARITIMOS LTDA;Ativa;;;;;;;;;;;;;;;;
24.557.548/0001-03;SHIPSERV ARMAZENS GERAIS E SERVICOS MARITIMOS LTDA;Ativa;;;;;;;;;;;;;;;;
11.166.137/0001-37;SHIPTECH LOGISTICS OPERADOR DE TRANSPORTE MULTIMODAL LTDA.;Ativa;;;;;;;;;;;;;;;;
07.804.956/0001-95;SHIPWORLD REPAROS NAVAIS E INDUSTRIAIS LTDA;Ativa;;;;;;;;;;;;;;;;
27.579.158/0001-14;SHUNPRIME AGENCIAMENTO DE CARGAS MARITIMAS E AEREA INTERNACIONAL LTDA;Ativa;;;;;;;;;;;;;;;;
93.140.218/0001-22;SICEX - DESPACHOS ADUANEIROS LTDA;Ativa;;;;;;;;;;;;;;;;
09.169.808/0001-71;SIDE LOGISTICA E COMEX LTDA;Ativa;;;;;;;;;;;;;;;;
00.522.161/0001-45;SIF DO BRASIL LTDA;Ativa;;;;;;;;;;;;;;;;
00.522.161/0002-26;SIF DO BRASIL LTDA;Ativa;;;;;;;;;;;;;;;;
42.888.579/0001-10;SIGMAX SOLUCOES EM COMERCIO EXTERIOR LTDA;Ativa;;;;;;;;;;;;;;;;
02.990.625/0001-73;SIGNUS SERVICOS MARITIMOS LTDA.;Ativa;;;;;;;;;;;;;;;;
33.081.704/0001-95;SIKA S A;Ativa;;;;;;;;;;;;;;;;
45.004.516/0001-42;SILK NEGOCIOS INTERNACIONAIS LTDA;Ativa;;;;;;;;;;;;;;;;
05.964.994/0001-80;SILNAVE NAVEGACAO S A;Ativa;;;;;;;;;;;;;;;;
05.964.994/0002-60;SILNAVE NAVEGACAO S A;Ativa;;;;;;;;;;;;;;;;
05.964.994/0003-41;SILNAVE NAVEGACAO S A;Ativa;;;;;;;;;;;;;;;;
01.411.921/0001-00;SILVA E LIMA COMERCIO DO VESTUARIO LTDA;Ativa;;;;;;;;;;;;;;;;
06.259.219/0001-96;SILVA TRANSPORTE MARITIMO DE CARGA E PASSAGEIRO LTDA;Ativa;;;;;;;;;;;;;;;;
01.803.606/0001-28;SIMAR SERVICOS MARITIMOS LTDA;Ativa;;;;;;;;;;;;;;;;
02.432.115/0001-80;SIMETRANS ASSESSORIA ADUANEIRA LTDA.;Ativa;;;;;;;;;;;;;;;;
35.998.857/0001-27;SIMOES ASSESSORIA EM COMERCIO EXTERIOR LTDA;Ativa;;;;;;;;;;;;;;;;
